movieId,1,4,6,7,10,11,15,16,17,18,19,20,21,22,23,24,27,28,29,32,33,34,38,39,40,41,42,43,45,47,50,51,52,57,58,59,62,63,64,66,68,70,73,74,75,76,78,79,80,82,83,84,86,89,91,93,95,96,98,100,101,103,104,105,108,109,111,112,113,115,116,117,119,122,125,129,131,132,135,136,137,139,140,141,143,144,152,153,156,159,160,165,166,167,168,169,171,174,177,178,179,181,182,184,186,187,190,191,195,198,199,200,201,202,204,210,211,212,213,215,216,217,219,220,221,222,223,225,226,227,229,230,232,233,234,235,239,240,241,244,246,247,249,254,256,260,263,265,266,268,274,275,279,280,282,284,286,287,288,290,292,294,297,298,301,304,305,306,307,308,309,310,312,313,314,317,318,322,323,325,326,328,330,331,332,334,337,339,342,344,345,346,351,352,353,354,356,357,359,361,362,365,367,368,369,370,372,373,376,377,380,381,382,384,385,386,387,390,391,393,395,401,405,408,409,410,411,412,414,415,417,418,419,420,422,424,425,426,427,428,432,434,436,437,438,445,446,447,448,452,453,460,462,464,465,466,469,470,474,475,476,477,479,480,482,483,484,488,489,490,491,492,493,495,500,503,504,509,510,514,517,520,522,523,524,525,527,528,534,541,542,543,546,551,552,553,554,555,559,560,561,562,563,564,566,567,570,571,572,573,577,579,580,584,585,586,587,590,592,593,594,596,597,599,600,601,602,603,604,605,606,607,608,610
1,4,0,0,4.5,0.0,0,2.5,0.0,4.5,3.5,4,0.0,3.5,0.0,0.0,0.0,3,0.0,0.0,3,3,0.0,0,0,5,0.0,0,5,4.0,0.0,3.0,0.0,0.0,5,0,0,0.0,5.0,4.0,4.0,2.5,0.0,4.5,0.0,0.0,0.5,4.0,0,0.0,2.5,0.0,0,4.0,3.0,4.0,3,0.0,5,4.5,0.0,0,4.0,0.0,0.0,0,0,0.0,3.0,0,0,0.0,0,3.5,0.0,0.0,0.0,0.0,2.0,4,0,4.0,0.0,3.0,4.0,0.0,3.5,0.0,2.0,4.0,4.5,4.0,0,5.0,3.5,0.0,4.5,5,0,5.0,4.0,4,0,4.0,0.0,4,0.0,0.0,4,0,0,0.0,3.5,5,4,0.0,0.0,0.0,0.0,3.5,0.0,3,4,3.5,5.0,0.0,0.0,3.5,0,3.5,0.0,5,0.0,3.5,3.0,5,0,4.0,5,0.0,0,0.0,5.0,4.0,4.5,0.0,0.0,4.0,0,2,0,4.0,5,3.0,4.5,4.5,0,0.0,0.0,4.5,4,4.0,0,0,2.0,0.0,5,0.0,0.0,4.0,0.0,0.0,0.0,0,0,3,0,0.0,3.5,3.5,0,0.0,5.0,4.0,0.0,4.0,3.5,4,4.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5,0,0.0,0.0,3,3,0.0,0.0,5.0,3.5,4.5,0,4,0,0.0,0.0,3,0.0,0,3.5,0.0,0.0,0,0,5,2,4.0,0.0,0.0,0.0,0.0,4.0,4,0.0,0.0,0.0,0.0,0.0,2.5,4.0,4,0,4.5,0.0,0,0,5.0,0.0,5,4.5,1.5,0.0,0,0.0,4,4,4.0,0.0,4,4.0,0,3.0,0.0,4.0,4.5,4.5,0.0,3.5,0.0,4,0,0.0,4,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,0.0,4,4.0,0,2.5,4.0,3,0.0,0.0,0,0.0,0.0,0.0,0,4,5,3.0,4.0,4.5,0.0,0.0,0,3.5,4.0,0,4,5.0,0,4,3.0,5,0.0,0.0,5,4.0,0,0.0,0.0,4.0,4,3.0,2.5,4.0,0,4,3,4.0,2.5,4,2.5,5.0
2,0,0,4,0.0,0.0,0,0.0,0.0,0.0,3.0,3,3.0,3.5,0.0,0.0,0.0,4,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,4.5,0.0,0,0,0,4.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0,0.0,0.0,3.0,5,0.0,0,0.0,0.0,0,4.0,3.0,0.0,0,0,0.0,1.5,0,0,0.0,3,0.0,4.0,4.0,0.0,0.0,0.0,3,0,0.0,0.0,3.5,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0,0.0,0.0,0.0,4.0,0,0,3.5,0.0,0,0,0.0,0.0,4,0.0,0.0,0,0,0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.5,0.0,3.5,2.5,0.0,0,3.0,0.0,0,2.5,4.0,0.0,0,0,0.0,5,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,3.5,0,0.0,0.0,0.0,4,0.0,0.0,2.0,0,0.0,3,0,0.5,0.0,4,3.5,0.0,2.5,3.0,0.0,0.0,0,0,0,0,3.5,3.0,4.0,0,0.0,0.0,1.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3.0,3.5,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0.0,0.0,5.0,4.0,0.0,0,0,0,0.0,0.0,0,0.0,3,0.0,0.0,0.0,0,0,4,0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,4.5,0.0,0.0,4.0,2.5,4,0,0.0,0.0,3,5,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0,3,3.0,4.5,4,4.0,0,3.0,4.5,4.0,2.5,0.0,2.5,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.5,0,3.5,4,0.0,4.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,4,0.0,4.0,0.0,2.5,0.0,4,0.0,3.5,0,0,4.5,0,0,0.0,0,0.0,4.0,0,2.5,4,0.0,4.0,0.0,0,2.5,4.0,0.0,4,0,5,3.5,0.0,0,2.0,0.0
3,4,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0,0.0,0,0,0,0.0,4,5,0.0,0.0,0.0,4.0,0.0,0,3,0,0.0,0.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0.0,0,0.0,3.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,3.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0,0.0,0.0,0.0,0,0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,4.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,3.5,0.5,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,4,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0,3,0.0,0.0,0,3.0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,3.0,0,0.0,4.0,0.0,0,1.5,0.0,0.0,0,0,0,0.0,0.0,0,2.0,0.0
5,0,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,5,3.0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,4.0,0.0,0.0,0,0,3.5,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0,0,0,0.0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0,0,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0,3,1.5,0.0,0,0.0,0,0.0,0.0,2.5,0.0,0.0,2.0,0.5,0.0,3,0,0.0,0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0,0.0,2.5,0.0,0,0,3,0.0,0.0,0,0.0,0.0
6,4,0,4,0.0,0.0,5,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,4.0,4.5,0,3.5,0.0,3,0,0.0,0,0,0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,3,0,0,4.5,0.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,3.5,0.0,4,0.0,0.0,5.0,0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,0,3,0.0,4.5,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,3.5,0.0,0.0,0.0,0,0,0.0,0.0,0,3,4.5,0.0,0,0.0,0.0,4,4,0,4.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3.5,3.5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,5.0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,4.0,0,0.0,0.0,4.0,0,4.5,0.0,0.0,0,0.0,3,5,0.0,0.0,0,3.5,0.0,0.0,1.0,0.0,0.0,4,3,3,5,4.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,5,4.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,4,0.0,0.0,5,5,0.0,0.0,5.0,0.0,0.0,0,3,3,0.0,0.0,4,0.0,0,0.0,0.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0,5,5.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3,3,3.0,0.0,0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,0,0,5,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4.5,4,0,4.0,0,0.0,0.0,0,3.5,3,0.0,0.0,0.0,3,4.5,0.0,0.0,3,4,3,0.0,0.0,0,0.0,5.0
7,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,1,0.0,0,0,0,0.0,3,5,3.0,0.0,0.0,4.0,0.0,0,5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.5,0,0,1.0,0.0,3,3,0.0,0.0,0,0.0,0.0,0,0,0,3.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,4.5,0.0,0,3.5,0.0,0.0,0,0.0,0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,3,0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,3,3.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,2.5,3.5,0.0,0,0,0,0.0,2.5,0,0.0,0.0
10,0,0,3,0.0,0.0,3,0.0,0.0,0.0,0.0,2,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,5.0,0,0,0,0.0,5,4,0.0,0.0,0.0,0.0,0.0,3,0,3,0.0,3.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,3,0.0,0.0,3.5,4,0.0,0,0.0,0.0,0,0.0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,4.5,0.0,0.0,0.0,0,3,0.0,4.0,0,2,3.5,0.0,4,0.0,0.0,0,4,0,0.0,4.5,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,4,4.5,4.0,0.0,0.0,0.0,0,4.0,0.0,4,0.0,3.0,0.0,0,2,0.0,3,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,0,0.0,0.0,3.5,4,0.0,0.0,3.0,0,3.5,3,0,0.0,4.0,4,0.0,0.0,2.5,0.0,0.0,0.0,0,4,3,0,0.0,4.0,0.0,0,0.0,0.0,0.0,3.0,0.0,3.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0,3,0.0,0.0,3,0,4.5,0.0,5.0,0.0,0.0,0,3,3,3.5,0.0,3,0.0,3,0.0,0.0,4.5,0,0,3,0,3.0,0.0,0.0,0.0,3.5,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,3.5,0,0,4.0,0.0,3,3,4.0,4.0,2,0.0,3.0,0.0,0,0.0,2,3,0.0,0.0,3,0.0,0,4.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,4.5,0.0,4,0.0,0,0.0,4.0,4,0.0,0.0,0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,3,0.0,3.5,0,0,4.5,0,0,3.5,5,0.0,0.0,0,3.5,3,0.0,0.0,0.0,3,3.5,0.0,0.0,3,0,0,0.0,0.0,0,4.0,0.0
11,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,5,0,0,0.0,5,4,3.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.0,2.5,0.0,0,0.0,0,0.0,4.0,0,0.0,0.0,0.0,0,4,0.0,0.0,3,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0,5,3.0,0.0,0,5,0.0,0.0,0,0.0,0.0,0,0,0,4.0,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,4,5.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.0,0,0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,0.0,0.0,0.0,4,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,2.5,0.0,0,0.0,0,0.0,0.0,0.0,0,3,4,0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3,0,2.5,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,4,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,3.5,0,0,0.0,0,3,0.0,0,0.0,0.0,4,3.0,0,0.0,5.0,0.0,3,2.5,0.0,0.0,3,0,0,0.0,2.5,3,0.0,0.0
16,0,0,4,0.0,0.0,0,0.0,0.0,0.0,4.5,0,0.0,0.0,0.0,0.0,0.0,0,2.5,0.0,0,0,0.0,0,0,0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,5.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,4.5,0,0.0,0,0.0,4.5,0,5.0,0.0,4.5,0,4,4.5,4.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0,3,5.0,0.0,0,4.0,0.0,4,4,0,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,4.5,0.0,0,0.0,0.0,0.0,0,0,4.5,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,4.5,0,0.0,0.0,4.0,0,0.0,2.0,0.0,0,0.0,0,0,4.0,0.0,0,4.5,0.0,4.5,0.0,0.0,1.0,4,0,0,5,0.0,0.0,0.0,0,0.0,0.0,3.5,0.0,3.5,0.0,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.5,0.0,0.0,4.0,0.0,0,4,0.0,0.0,4,4,0.0,0.0,3.0,0.0,0.0,0,3,4,0.0,0.0,0,0.0,0,0.0,4.0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,5,0.0,0.0,3,0,5.0,0.0,3,0.0,3.5,4.5,0,0.0,0,0,4.0,0.0,0,0.0,0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,4.5,0,5.0,0.0,0,0.0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,3,4,0,0.0,0.0,0,4.5,4.5
